,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Washington & Lee University,-2044.0779,1353.617,218.96536,1703.3513,894.175,-2303.3403,1433.4216,4519.635,-2250.0723,-2938.9045,-417.5713,-4466.555,-73.75801,637.5853,-808.11206,-1781.1952,3314.892,-335.79782,-1700.2609,-4599.77,2428.8381,-686.98114,1730.5566,-580.6879,398.6305,-405.4923,-1663.8414,1146.8063,-877.7672,141.26112,1935.2219,-1444.7723,941.9592,-1336.0598,-874.5121,2870.852,593.9596,323.2304,-2246.871,-1632.9106,1091.3516,-1893.4983,-1718.1935,912.288,2038.7933,156.97147,-1255.3566,-1051.5526,1353.2177,2128.8403,1051.3347,-2151.8318,606.2122,709.29706,224.49657,1436.9897,2377.4094,-1064.9553,-3088.1492,-82.29207,108.761055,-31.566177,642.2231,-1032.1399,-3510.9263,1602.7542,137.31502,1188.5913,-1684.2325,2385.0652,-377.59384,2063.4324,2501.4592,740.6195,2737.9448,1549.0332,1351.8473,593.3207,-1190.3259,230.77455,-2784.713,-192.27657,-700.81085,447.32242,-562.40356,-58.262135,1118.2714,597.0897,2374.539,2410.9893,1530.7272,-293.54858,1722.6444,-270.71365,3792.4788,2943.1184,-72.22014,-1037.4048,2278.1663,-414.57642
Amherst College,-1333.131,977.8518,150.08495,1109.6244,849.98627,-1714.8142,1080.919,3499.6465,-1702.1418,-2294.7651,-273.60297,-3217.7476,-208.96626,453.36905,-598.6077,-1277.5964,2552.112,-283.6252,-1263.5383,-3465.869,1603.982,-595.3894,1166.6403,-364.60638,348.26355,-306.4036,-1187.6375,871.23193,-690.2177,193.81682,1391.3004,-1025.4458,821.4736,-1096.1473,-729.0271,2197.1394,302.52063,211.15689,-1632.561,-1203.42,802.5652,-1607.585,-1327.4291,677.4755,1604.351,160.13017,-975.167,-886.8494,1087.43,1697.16,902.9156,-1680.5033,507.67343,405.64517,268.45554,950.2984,1755.0592,-680.003,-2456.1067,-59.913677,-24.205183,19.45287,479.10516,-702.5303,-2428.8315,1491.9286,114.04237,919.1608,-1276.6263,1681.4827,-380.2479,1466.0807,1962.8967,531.0995,2127.1943,981.27106,1139.7006,524.1919,-745.3885,208.13629,-2088.9092,-131.19545,-672.58435,222.46011,-478.255,16.70804,1210.7893,450.6894,1694.5795,1822.8589,1288.6464,-163.7453,1288.9838,-176.18587,2870.92,2274.0193,-144.13206,-581.1051,1696.298,-399.16983
Middlebury College,-1883.9766,1202.8624,181.29494,1372.6554,1000.8702,-2193.6997,1318.209,4357.094,-2104.0706,-2819.0771,-374.08566,-3987.5269,-138.03694,458.57394,-725.0969,-1700.2185,3166.4197,-465.98236,-1657.518,-4457.892,1960.825,-721.6579,1592.7523,-470.5413,427.1827,-286.60196,-1514.247,979.8273,-781.2426,177.96408,1795.2223,-1139.1166,913.33014,-1341.7747,-672.6012,2936.6016,331.38547,221.41444,-2230.2695,-1545.2771,1002.6118,-2058.5828,-1632.4287,881.5265,1972.0443,58.197876,-1327.2311,-1144.424,1357.0333,1897.2427,1201.7133,-2103.7634,729.90533,582.2455,358.66537,1215.8147,2241.2039,-951.45715,-3032.3313,-82.91896,88.85604,-139.12431,788.486,-911.96045,-3069.4502,1802.3081,125.598015,1226.756,-1703.0337,2074.6252,-374.3861,1895.4683,2352.7075,747.1009,2665.01,1368.3042,1504.913,608.986,-986.39307,286.7683,-2732.7827,-180.48772,-862.00726,313.02213,-659.034,-59.2835,1483.462,715.1614,2180.3682,2228.0457,1603.2488,-47.346664,1675.3585,-216.4829,3722.237,2891.033,-203.53166,-786.6328,2119.1099,-520.3487
Claremont McKenna College,-1558.9259,1229.7732,179.51619,1118.3853,947.39374,-1949.3442,1236.7473,3869.632,-1956.2897,-2632.7114,-433.24063,-3773.31,-131.0358,557.5668,-473.96722,-1584.4214,2778.2112,-348.0113,-1411.3185,-3958.6199,1769.6763,-805.3664,1219.329,-576.84766,398.59445,-251.14906,-1507.6411,791.76825,-756.52765,100.98829,1631.5193,-1086.4558,899.6357,-1080.31,-897.0696,2290.5457,357.88672,404.6365,-1863.2087,-1544.6733,856.95044,-1695.794,-1405.8308,919.2953,1868.6143,97.66267,-1188.2677,-928.13275,1306.2872,1979.0837,933.7483,-1857.0874,563.6649,407.15298,9.092046,1262.4187,2156.8066,-762.4917,-2778.0007,-64.74996,50.87094,128.94989,610.2141,-789.26776,-2647.7158,1729.1125,-11.808217,887.4142,-1512.7006,1861.4941,-403.00696,1750.3193,2290.0522,626.75696,2548.788,1328.62,1306.0189,492.82492,-799.8426,286.63947,-2415.756,-526.8569,-783.5979,179.95352,-569.6719,29.61078,1332.538,408.95844,1924.8422,2002.548,1640.8451,108.554436,1323.2615,-18.852076,3243.1086,2640.5781,-266.9648,-732.07104,1886.8267,-317.88098
Emory University,-2696.552,1305.5161,557.0636,2287.8418,1249.7188,-2876.3247,2153.6812,5746.1885,-3477.029,-3868.1646,-1023.50653,-5935.2197,-9.557187,783.41504,-923.04266,-2815.7185,4736.176,-614.50854,-2727.481,-6328.927,2828.9087,-1226.1934,1927.5664,-875.1068,592.53076,-347.18463,-2024.2327,1591.415,-1302.6355,150.28848,2675.692,-1500.1836,1083.2662,-2236.8018,-720.94275,3814.1436,331.14417,210.0223,-2759.513,-2297.5757,1442.8668,-3239.076,-2036.2383,1323.182,2448.8174,817.4966,-2194.9016,-1478.7571,1670.732,2586.7534,1855.7307,-3117.5066,685.724,635.7968,277.6238,1427.7656,3582.4104,-1451.6571,-4618.875,565.5522,-173.26134,-123.377144,571.24115,-1615.307,-4478.466,2291.437,217.33292,1649.1638,-2019.8263,2822.5715,-268.26843,2527.3098,3358.7703,876.87714,3968.3787,1412.2288,2271.2646,868.2865,-1120.8724,534.8315,-4232.329,29.549713,-1306.9559,-17.898983,-1516.0443,-298.2623,1763.1495,724.0648,3474.0173,2792.3704,2162.238,86.71121,2273.211,13.105989,5039.4995,4322.72,-352.73538,-1306.0726,2512.7397,-657.10223
Barnard College,-1409.58,1051.8584,24.03813,1067.1069,894.86975,-1693.1956,1051.0768,3413.4255,-1563.2461,-2342.0815,-280.59756,-3287.4612,-217.64326,544.3756,-588.2981,-1304.1034,2548.0344,-296.74115,-1202.9824,-3556.2961,1682.2654,-684.30414,1240.1273,-384.0248,358.88385,-222.85326,-1445.3878,805.2463,-685.10364,169.57388,1476.0039,-1094.7665,956.7702,-909.11926,-860.2563,2131.052,431.94846,313.9217,-1804.3403,-1248.4979,687.6234,-1488.1942,-1325.9019,788.902,1753.28,-42.065144,-1000.4869,-824.10223,1154.0278,1687.9695,809.16376,-1568.4158,560.20526,462.96585,6.1689234,1077.1154,1774.9032,-626.8454,-2345.1074,-199.69545,110.133705,9.341994,634.5117,-657.66656,-2393.3586,1481.4226,-141.16364,811.7786,-1340.7676,1700.2858,-465.8163,1626.173,1924.3456,600.45496,2252.0298,1102.3806,946.32196,546.14764,-765.58875,218.25113,-2140.273,-488.73996,-645.00854,244.19113,-453.57172,57.45301,1217.1202,462.07678,1569.5963,1734.2211,1410.5933,-148.75282,1226.8132,-224.84299,2903.4885,2219.7803,-279.09763,-562.8805,1800.763,-278.10605
Swarthmore College,-1847.555,1281.5605,217.28146,1483.6909,869.82715,-2330.8896,1326.9413,4503.1895,-2210.8877,-2951.4038,-301.20706,-4116.9185,-118.03608,589.50757,-637.6735,-1583.4084,3206.2727,-501.12567,-1789.0237,-4428.4907,2110.3154,-673.4304,1619.0708,-644.68207,297.74902,-357.58322,-1521.5402,980.90375,-798.22314,174.20148,1821.6038,-1359.9283,898.82544,-1303.0055,-884.8324,2872.359,535.7081,294.68332,-2270.9949,-1566.7163,993.83624,-1856.4445,-1690.3224,803.46564,2166.8027,109.90822,-1279.8118,-1086.2064,1371.1923,2192.8809,1016.87006,-2208.4778,486.61328,599.8377,360.5798,1388.1196,2341.9675,-926.3987,-3123.5535,-214.5239,109.34937,94.37795,697.7827,-956.5932,-3256.064,1859.2367,213.53589,1233.0698,-1667.0181,2257.8992,-344.59332,1986.131,2534.9119,741.5183,2712.9348,1493.8805,1475.1287,456.4491,-1117.7112,229.72021,-2639.1536,-210.15831,-831.39526,485.39023,-622.9796,-89.69006,1293.2316,546.9121,2264.6548,2455.7896,1675.3184,14.571998,1618.8368,-104.21174,3807.8955,2979.2522,-36.214607,-883.5513,2149.3281,-489.27625
Wellesley College,-1796.8511,1204.1799,81.26994,1278.1307,907.1915,-2149.974,1227.6512,4255.217,-2024.4995,-2656.3445,-408.733,-3986.7383,-178.99031,554.32825,-585.8325,-1548.5864,2960.1018,-402.44272,-1513.6135,-4204.276,1982.1401,-635.799,1498.0055,-514.6075,294.81403,-349.6197,-1464.8789,932.122,-731.762,94.98307,1765.0862,-1237.4165,836.57074,-1272.501,-754.0945,2676.81,490.9082,254.72098,-2189.983,-1493.364,897.4343,-1731.7272,-1564.677,767.2537,2120.1062,18.911524,-1217.8177,-970.20844,1461.3267,1937.5778,1034.5731,-1960.8918,581.2136,654.52295,202.5195,1269.6622,2247.8228,-832.2783,-2883.3164,-208.92862,220.83913,107.03761,669.28125,-798.73584,-3081.869,1728.5793,177.35536,1118.9415,-1670.7993,2097.1162,-434.03983,1872.3636,2362.1155,734.70807,2613.9802,1533.587,1303.9717,565.2105,-1079.547,298.97174,-2563.757,-371.11517,-719.153,380.02145,-638.6278,-54.852486,1179.8009,575.2226,2060.9424,2388.7498,1642.0355,59.08818,1546.3506,-107.34907,3656.1196,2776.961,-42.111496,-810.2184,2037.5769,-423.8626
Wake Forest University,-3603.055,2251.8423,453.95224,2720.836,1768.0331,-4590.2075,2493.4614,8565.036,-4251.8213,-5514.1655,-827.90564,-8044.759,-159.60179,1135.8469,-1353.8878,-3358.8408,6610.966,-882.16406,-3355.3782,-8953.257,4141.228,-1438.2528,2971.068,-1249.3304,620.6284,-376.43915,-2903.8596,1965.9597,-1392.4943,370.1138,3753.951,-2221.307,1699.2627,-2712.4932,-1386.4628,5662.248,821.00824,387.49185,-4479.574,-3156.1228,2010.4008,-3891.681,-2994.8162,1703.3723,3965.3176,285.20297,-2648.7969,-2283.872,2565.3997,3850.5942,2280.374,-4083.6672,1249.5457,1292.0923,364.36395,2396.431,4725.412,-1803.4274,-6039.9175,56.758354,134.97531,-49.442745,1248.905,-1867.4435,-6086.8506,3441.7236,94.76834,2216.9907,-3015.2737,3855.19,-502.46555,3772.4062,4584.4717,1494.3446,5567.786,2746.1294,2983.1768,1343.391,-2110.3806,833.096,-5496.352,-384.99704,-1638.3701,616.79755,-1398.4159,-251.94376,2674.2964,1269.9633,4514.552,4481.6426,2990.7688,149.20592,3364.478,-280.47662,7330.4243,5770.389,-269.08383,-1934.9025,4072.016,-623.17487
Colgate University,-1460.2539,917.11255,81.775665,1093.6882,630.68646,-1753.8707,973.1383,3365.054,-1546.6218,-2351.457,-153.40405,-3068.4949,-84.2987,478.0234,-531.14514,-1194.9414,2614.8389,-338.8771,-1189.1901,-3579.595,1618.8431,-531.4355,1258.1396,-379.94464,343.07883,-121.626945,-1260.1458,803.8349,-605.13684,186.60297,1448.6877,-1016.11505,859.5858,-894.62714,-748.4222,2159.8804,419.92795,276.00354,-1914.8712,-1131.0479,740.548,-1377.2545,-1341.0282,736.44904,1753.2389,-173.96718,-1013.4685,-824.53424,1178.2911,1615.6731,758.027,-1475.3287,546.3271,515.7196,103.61559,1107.7566,1704.4406,-592.63934,-2274.7644,-200.70216,135.72548,-25.876957,710.43976,-601.304,-2378.6091,1494.3114,-178.61064,870.6839,-1263.4368,1667.9056,-342.85837,1673.6333,1796.9781,621.683,2209.514,1184.7998,1055.6038,488.26276,-785.36505,150.16537,-2146.0479,-455.93753,-607.3556,373.11563,-572.97235,-1.539724,1095.7416,498.51468,1578.4271,1808.3561,1342.0537,-31.768341,1214.6254,-104.43409,2878.4927,2144.0806,-100.30446,-643.2916,1691.7344,-297.29208
University of California - Berkeley,-3880.6467,2512.0251,399.58582,3006.221,1857.5027,-4493.477,2715.51,8922.741,-4648.507,-5655.3794,-1232.1262,-9063.707,-205.02582,1303.6361,-1206.8816,-3506.2207,6536.1064,-682.3584,-3676.1682,-9005.883,4453.4727,-1455.9979,3164.9822,-1340.7855,477.95654,-775.70166,-3153.213,1926.0944,-1668.967,139.41513,3903.8289,-2804.825,1432.1368,-2809.1838,-1559.0814,5566.0264,1076.3712,530.1888,-4245.3804,-3328.7983,2102.3232,-3896.2659,-3123.669,1579.1406,4258.548,681.2453,-2633.0388,-1982.0686,2804.6963,4157.3315,2293.2522,-4398.883,995.2997,1242.0823,36.254414,2708.2156,5191.232,-2039.5754,-6317.534,16.161278,346.71802,251.67026,841.0476,-2043.1145,-6835.611,3294.8044,401.60663,2266.1833,-3217.316,4674.278,-595.0278,3930.2478,5152.03,1479.1803,5702.1265,2986.6267,2748.627,1063.5432,-2137.9558,804.6745,-5587.427,-571.16833,-1440.5295,532.26056,-1609.8418,-156.76085,1842.4906,963.50476,4854.879,4832.4463,3404.7744,58.417957,3303.3643,-242.72621,7693.9556,6208.5,26.581888,-2119.6208,4160.045,-806.8731
Davidson College,-933.1594,801.8852,-0.73842794,640.7638,469.2624,-1178.7882,659.09283,2276.947,-1016.5636,-1504.6244,-104.80343,-2081.7588,-159.51921,304.28098,-391.78326,-844.74567,1527.7491,-205.08386,-779.07806,-2174.8289,1075.2885,-418.60895,818.3992,-241.61723,179.2077,-159.71194,-914.2964,461.23267,-397.0214,66.09487,862.06696,-701.437,565.9509,-556.4352,-502.38068,1334.7811,312.816,169.4673,-1190.1497,-791.54016,502.40884,-869.1044,-839.1033,520.9559,1103.5792,-97.07437,-609.205,-530.91705,756.3179,1140.3514,478.04172,-1123.8503,241.89784,333.48236,77.50367,780.6566,1192.3192,-430.04944,-1421.8442,-237.1991,194.55673,-21.48471,481.3876,-414.83862,-1575.6447,915.759,38.71799,543.9295,-959.1007,1078.0126,-317.08496,1054.9862,1284.5563,352.20932,1358.0435,862.18365,654.4753,337.9935,-580.1032,89.03906,-1319.2588,-251.82501,-361.19595,241.65752,-243.87682,3.3835027,675.6925,330.82767,1011.54254,1194.4667,967.10913,-22.816639,746.5363,-41.479294,1914.867,1344.766,-72.47574,-406.8314,1116.8788,-213.9339
University of North Carolina at Chapel Hill,-3249.7332,1927.862,429.91772,2762.6655,951.57196,-3773.6184,2174.7686,7241.161,-3626.1372,-4987.6157,-482.49915,-6932.9883,-170.35614,1039.6624,-1331.7435,-2674.4922,5667.561,-605.9837,-2913.2708,-7858.6274,3844.226,-1066.3547,3032.1135,-875.39154,797.7345,-370.6019,-2532.6853,1692.3948,-1250.5338,348.7229,3032.3555,-2312.008,1629.9434,-2303.873,-1318.5146,4550.106,832.2253,485.1622,-3891.7793,-2606.3938,1637.9562,-3134.5142,-2910.004,1576.7649,3460.128,20.366886,-2181.118,-1888.0272,2393.584,3411.8035,1594.7618,-3526.6885,865.79877,1033.7539,437.3514,2275.8748,3806.1702,-1685.5065,-5189.0596,-16.166878,298.56302,-64.08828,1180.6553,-1638.5604,-5579.256,2976.6152,109.59023,2162.3242,-2699.6355,3877.0046,-464.99347,3502.3843,3867.6453,1417.3478,4602.3813,2644.0435,2281.6401,851.2964,-1811.5731,158.77557,-4548.8755,-515.07104,-1082.8861,768.3664,-1231.5908,-230.87247,1878.1931,798.4526,3665.08,3866.3804,2659.701,-256.53354,2903.289,-102.74867,6060.4487,4659.5415,-69.537704,-1750.7758,3326.523,-454.77713
Boston College,-2679.977,1526.5123,477.59338,2062.3987,1129.9291,-3140.849,1772.235,6221.6914,-2960.755,-4173.0903,-481.77322,-5792.4272,-182.67033,781.71063,-1016.88367,-2299.1982,4821.063,-417.34897,-2297.4592,-6595.535,3082.3528,-926.3291,2576.4844,-768.85614,697.28516,-382.61096,-2134.2227,1436.4058,-1048.587,363.26096,2628.7766,-1739.453,1475.0663,-1986.5833,-1026.7037,4011.9766,736.05023,425.2258,-3321.2449,-2122.846,1384.7788,-2684.2744,-2582.897,1332.1768,3007.6516,-0.03246063,-1797.3685,-1553.1564,2105.371,2829.6765,1585.5352,-2785.283,1064.9839,990.5285,346.84753,1793.5092,3198.889,-1393.0382,-4409.404,35.388428,58.47079,121.15224,1089.2334,-1421.0454,-4515.5605,2629.1802,-61.26281,1765.3717,-2219.6272,3189.0227,-375.5517,2948.9575,3214.1506,1214.8782,3979.1921,2260.2732,2168.6267,756.58356,-1482.9891,326.2101,-3881.2458,-545.6586,-1117.8817,549.80115,-1084.9156,-57.30667,1914.7197,794.51666,3077.559,3425.175,2262.4622,-119.74853,2399.6382,-339.06168,5265.508,4109.838,-155.82265,-1494.137,2884.2268,-554.0198
Northeastern University,-2897.4075,1839.2385,431.1786,2304.1682,1434.9224,-3477.066,2169.161,6861.794,-3521.9958,-4492.105,-805.7162,-6562.397,-216.22266,981.085,-1073.0803,-2671.4802,5258.4087,-562.8026,-2772.999,-7122.8975,3266.6746,-1252.924,2378.2698,-1062.7426,543.9048,-443.09332,-2362.1052,1609.9746,-1258.7601,336.8987,3050.0977,-1996.4769,1414.2258,-2131.6602,-1232.1088,4338.0444,667.3524,408.3415,-3253.5676,-2556.93,1679.49,-3124.701,-2501.5312,1300.4731,3162.3884,350.36353,-2076.77,-1659.9298,2114.666,3148.851,1734.8363,-3344.4856,884.9824,966.55664,138.8427,1965.4464,3875.2983,-1518.5571,-4896.0303,125.1534,95.95294,81.536964,879.28424,-1547.324,-5015.7324,2724.1438,138.29199,1759.55,-2454.0542,3385.1782,-523.0822,3025.2632,3840.8882,1181.4475,4355.0415,2097.9844,2238.179,1029.4713,-1603.2444,541.3435,-4280.7266,-413.65985,-1206.1322,418.3881,-1189.6105,-135.27219,1976.6378,814.9812,3622.1543,3571.7454,2574.3997,-0.62999666,2637.146,-242.67087,5773.523,4658.3926,-191.81712,-1578.5687,3197.8857,-502.71472
New York University,-3576.6921,2104.9653,562.8724,2700.5122,1463.7712,-3937.4229,2226.4697,7903.271,-3864.7747,-5415.159,-889.4716,-7616.4653,-170.97592,1134.0616,-1172.7336,-3388.5864,6406.827,-800.4555,-3245.979,-8459.737,3871.9248,-1551.4242,3008.4895,-984.3797,833.3598,-315.50394,-3137.9038,1932.87,-1611.5402,526.9794,3475.1406,-2221.744,1697.4971,-2534.7004,-1337.9128,4978.236,792.4515,438.1457,-3954.5664,-2943.5425,1808.6693,-3734.9949,-2927.6807,1573.4667,3722.1921,120.22275,-2420.2546,-1774.3939,2470.3777,3556.7292,2244.972,-3803.2773,1283.9559,1200.6593,-9.771845,2274.6785,4370.9355,-1986.9169,-5648.2974,171.9607,154.74217,-23.58909,1273.6537,-1886.6804,-5654.5776,3068.8977,-140.06294,2098.5378,-2845.591,3925.5154,-416.275,3818.6711,4295.8457,1318.0608,5272.797,2615.821,2616.761,1168.5483,-1481.3146,582.67816,-5130.0254,-804.7827,-1550.3647,384.29135,-1726.3947,-52.21267,2177.1409,1146.9087,4259.697,4092.1714,3227.6965,17.572145,2900.1555,-451.6404,7057.357,5336.152,-418.27094,-1974.2053,3700.1406,-777.4719
Wesleyan University,-2596.2944,1715.3944,203.82593,1910.6268,1427.008,-3122.1257,2007.5267,6215.146,-3215.3127,-4169.4634,-634.45856,-5760.752,-93.02213,917.7208,-873.5457,-2491.0217,4783.821,-714.8053,-2445.8943,-6415.164,2806.9802,-1255.5114,1891.737,-862.89716,519.4852,-336.08502,-2285.9568,1357.9786,-1170.4281,345.3551,2737.7678,-1665.3517,1266.1086,-1878.2307,-1214.9929,4064.7117,567.2958,469.09634,-3147.6858,-2293.2927,1358.0178,-2770.5662,-2293.3582,1259.7777,2929.283,223.00249,-1918.002,-1573.5966,2070.362,3007.0469,1615.7263,-3029.3215,882.0601,829.2752,232.56017,1839.4022,3559.5396,-1337.198,-4545.989,-51.415867,-37.842487,-19.25048,907.9237,-1344.6191,-4302.4966,2739.7896,-35.056934,1456.7045,-2330.2244,2848.8044,-470.81027,2874.3123,3488.972,932.8784,4059.0938,1866.5421,2243.7007,814.03687,-1299.8157,551.8538,-4050.7969,-550.1962,-1238.0775,375.34915,-1020.5669,-96.48581,2130.868,825.66174,3227.7324,3252.1516,2411.7104,194.01668,2145.0,-97.377365,5236.75,4307.5522,-360.45706,-1057.7544,3138.0322,-505.80063
Hamilton College,-1767.7375,1130.5691,39.503616,1279.3864,732.9402,-1990.3214,1049.0918,3812.545,-1768.6447,-2475.9004,-268.97556,-3670.1348,19.20055,508.50055,-571.7644,-1394.6283,2810.944,-422.1739,-1359.1466,-3921.287,1969.4712,-558.5499,1553.2737,-457.06213,310.6044,-256.62018,-1446.6711,783.2548,-649.7304,142.70709,1719.0637,-1139.1947,754.8783,-1017.1065,-664.0688,2439.7097,555.34546,280.44232,-2048.3235,-1360.1655,823.61664,-1441.3436,-1539.7234,730.03577,1902.2662,-176.25493,-997.23944,-841.2021,1384.1609,1800.4747,905.08746,-1647.4116,595.24396,699.303,71.02359,1337.2535,2029.0188,-846.06775,-2557.9211,-189.27234,244.55322,87.32177,631.197,-776.4785,-2872.644,1511.0105,-27.540483,972.1458,-1492.621,2019.7933,-217.71802,1853.2516,2036.3334,714.0869,2341.0618,1574.7968,1238.9623,382.9877,-1021.10516,303.48294,-2326.3552,-514.77716,-549.4448,366.81097,-442.0449,9.575139,1030.2085,522.8875,1945.4526,2216.4094,1374.6077,9.578101,1322.9266,-194.33365,3283.5579,2509.3691,-31.814716,-800.6043,2015.9596,-303.49628
William & Mary,-3027.7642,1646.3359,293.72412,2683.7808,1179.4579,-3194.5105,2223.4146,6189.078,-3410.9604,-4220.2964,-635.86566,-6273.526,1.3373446,896.07324,-1269.737,-2369.9697,4649.9863,-504.83356,-2546.3691,-6772.997,3502.3467,-884.6804,2791.1045,-859.292,790.4642,-667.4233,-2171.036,1472.9861,-1187.9088,240.97722,2955.9814,-1938.6895,1381.3257,-1938.2059,-996.053,4188.255,660.3265,597.2179,-3175.1604,-2266.3503,1570.1078,-2807.9912,-2839.453,1406.2888,2802.081,287.69064,-1788.3226,-1524.6178,2043.5834,2827.3103,1522.1641,-2951.837,1108.6702,867.53455,520.87537,2024.1412,3276.12,-1569.178,-4671.9746,59.416306,70.136955,-133.03685,940.97266,-1630.6511,-5163.0186,2481.771,142.72807,1843.0273,-2366.841,3644.8389,-452.52527,2934.6152,3301.2402,1224.6237,3694.3564,2169.005,2114.4111,497.69586,-1673.7107,216.4471,-4075.7341,-397.2712,-807.1403,513.9059,-817.0871,-125.77737,1972.2864,615.6251,3267.717,3502.923,1930.1439,-505.15857,2449.9858,-416.27905,5047.685,4384.8184,-240.80873,-1317.7471,3228.974,-452.24286
Boston University,-4929.5596,2619.3845,716.5,3757.4824,2068.3523,-5327.4146,3152.4312,10373.533,-5164.02,-7067.0366,-934.38043,-10020.92,-231.24841,1490.9485,-1934.3241,-4230.007,8463.76,-1024.7312,-4151.736,-11323.168,5071.9053,-2044.8619,4141.6426,-1285.4751,1111.4318,-386.5612,-3993.6638,2482.924,-1992.616,536.4706,4793.903,-2923.7314,2413.6924,-3286.4592,-1754.3425,7040.7617,1188.1068,643.5632,-5696.497,-3754.4102,2423.4592,-4785.812,-4293.1963,2374.6064,4974.1406,58.73646,-3411.9255,-2585.4082,3526.8022,4755.697,2728.7136,-4903.619,1607.4451,1715.4684,154.19798,3112.4956,5977.2173,-2461.4902,-7528.175,236.56866,231.87207,-214.55347,1815.055,-2402.9763,-7778.924,4275.675,-301.4382,2811.692,-3797.723,5314.3945,-682.768,5166.931,5528.076,1983.1791,6978.158,3433.323,3561.8816,1379.1014,-2308.483,644.30225,-7087.056,-1003.0153,-1863.6313,619.2009,-2033.6926,-152.8578,3285.156,1570.2898,5505.5103,5299.0137,3955.8225,-71.030304,4033.9897,-387.2684,8824.586,7115.175,-543.04083,-2324.3376,4939.6655,-787.598
University of Florida,-3265.4941,1715.5681,789.2734,2835.998,1235.0844,-3816.5945,2657.6729,7637.048,-4135.6445,-5257.527,-925.3993,-7289.3286,-228.76721,1133.4331,-1278.2373,-3254.8657,6106.606,-734.1201,-3190.8108,-8153.1475,3509.7268,-1424.8845,2666.4832,-1114.5309,669.9727,-444.5802,-2663.7207,2143.9448,-1663.4033,382.94318,3309.1133,-2210.3982,1762.68,-2592.6672,-1545.1652,4848.987,739.3645,270.0979,-3860.2603,-2894.2732,1670.2642,-3698.3042,-2785.661,1549.454,3814.4824,447.1651,-2841.997,-1762.1558,2387.3416,3430.6162,1957.4232,-3621.1714,897.341,876.0378,106.41163,2098.005,4521.8286,-1806.2916,-5735.0713,178.99881,-124.51881,-83.146255,1179.5513,-1758.5554,-5608.684,3239.4346,17.419512,2097.3528,-2737.5393,3881.2263,-603.4072,3581.4253,4320.5015,1304.8757,5285.8467,2163.6409,2744.458,1053.7883,-1543.598,450.96057,-5189.6284,-563.57404,-1581.7711,430.57565,-1860.5885,-275.88934,2363.2708,939.6678,3954.8328,3932.1917,3169.484,155.48225,2835.853,-52.024384,6512.339,5422.6484,-362.6246,-1698.0991,3189.2358,-731.2443
University of Texas - Austin,-3168.0942,1696.1245,697.5697,2709.0579,1085.5394,-3507.814,2466.8052,7206.243,-3770.7827,-4959.888,-644.0059,-6623.615,-382.74597,941.1103,-1367.681,-2878.509,5698.0264,-552.9271,-2956.2932,-7552.482,3399.4211,-1252.0203,2786.6394,-871.9883,756.775,-511.0629,-2433.5125,1892.1501,-1524.8966,441.19382,2989.9607,-2299.266,1867.7676,-2285.9539,-1450.71,4627.1333,737.31366,423.2157,-3566.767,-2387.567,1788.9243,-3379.8613,-3013.6992,1433.1553,3429.4734,193.82367,-2411.3835,-1595.2639,2201.7512,3270.27,1735.0293,-3565.4683,786.74506,963.59534,390.33722,2042.5138,4095.3513,-1807.3291,-5146.2607,73.163666,-71.25128,-198.75223,1322.4324,-1705.2002,-5441.717,2910.4155,32.70855,2124.7637,-2653.2031,3802.8735,-669.4142,3447.3699,3954.9395,1136.5804,4639.487,2051.4392,2419.108,1018.6945,-1519.1423,102.727165,-4613.286,-386.7616,-1231.4952,644.95056,-1621.385,-183.20024,2051.1475,941.171,3573.6477,3667.2207,2837.9592,-199.5271,2778.9026,-198.35483,5993.5566,4781.2495,-155.59662,-1715.0596,3131.7493,-752.38934
Case Western Reserve University,-2910.6614,1462.6705,357.9256,2359.16,1143.4799,-3377.8455,1897.2256,6401.6094,-3225.6006,-4209.2812,-633.9245,-6073.4077,-1.3571564,836.65656,-1038.2845,-2437.7742,4911.856,-643.40784,-2555.8374,-6885.9526,3219.474,-950.075,2476.1587,-750.94244,572.5539,-364.315,-2021.5317,1652.6849,-1175.0233,236.50111,2827.5784,-1839.1309,1193.3011,-2079.5261,-859.3923,4281.3594,705.61676,292.48608,-3453.9185,-2257.5115,1431.8815,-2967.3845,-2541.724,1296.1909,3051.4978,131.5776,-1991.0472,-1658.2684,2022.9695,2764.7832,1679.7319,-2931.1147,951.87396,963.60614,442.2561,1826.5514,3337.0308,-1482.04,-4695.041,81.01661,111.11802,-55.626816,907.3633,-1423.5746,-4884.6963,2613.3523,171.5524,1882.8284,-2306.3733,3261.4338,-247.9492,3009.5652,3350.7888,1253.1023,4143.0024,2221.4575,2139.9285,763.92316,-1581.1783,436.59845,-4159.679,-316.80954,-1136.8607,564.92456,-1288.705,-194.65736,1796.9493,849.138,3445.4885,3467.078,2184.3154,-21.438602,2622.6096,-206.86078,5507.1177,4393.1826,-4.9592834,-1468.3601,3002.2117,-639.1526
